TAG_CHAR_FEATS_UI	TAG_HMU_ROOT			Feats UI	The ~Feats~[TAG_FEATS] interface can be found by either right-clicking on the character portrait in the bottom left-hand side of the game screen, or right-clicking on the character itself, which will bring up the ~radial menu~[TAG_RADIAL_MENU]. With your mouse, hover over the Backpack icon, and you will see "~Inventory~[TAG_HMU_CHAR_INVENTORY_UI]". Selecting this will also open the character interface.Once opened, Feats are located in the row of tabs or icons above the box in the center of the interface, and the tab has a Hand pictured on it. Clicking on this tab will open the Feats section of the interface, where the character's feats will be listed, both those that have already been selected in character creation and those that remain future options. If you slide the cursor/arrow over a feat, a short description and any prerequisites required for that feat will be displayed in a text box at the bottom of the interface.
TAG_HMU_FORMATION_UI	TAG_HMU_ROOT			Formation UI	This interface allows you to create up to four party formations and select an active formation. The Formation icon is a triangle, found on the Main Icon Bar. Click on this icon to open the Formation interface.Use the numbered tabs along the top to select the active formation, and change a formation by clicking and dragging the character portraits to different locations. The game will initialize your formations to several standard formations, including the two-column formation, the T formation, and the V formation.
TAG_HMU_HELP_UI	TAG_HMU_ROOT			Help UI	The ~Help~[TAG_ROOT] icon activates the in-game help system. In this interface, you can access nearly every facet of the game, including the 3.5 D&D rules and definitions. The interface works like a browser, and links show as blue text. Click on any blue text to access more detailed information on that topic.The six blue buttons along the bottom allow you to move through the database. The first two buttons are similar to a browser's back and next buttons. The third button is a home button and takes you to the topmost page of the database. The last three buttons move you to the topic before, above, or after the current topic.
TAG_HMU_CHAR_INVENTORY_UI	TAG_HMU_ROOT			Inventory UI	Character inventory may be found either by right-clicking on the character portrait at the bottom left corner of the game screen or by right-clicking on the character itself, which will bring up the ~radial menu~[TAG_RADIAL_MENU]. Selecting the Backpack icon and then the tab that says "Inventory" will open the interface as well.Available items and armor will be displayed on the left side of the interface, with different colored tabs lining the top. The four tabs along the top allow access to different equipped item configurations, which you can set up in advance and then quickly swap configurations using the tabs. To create a configuration, simply drag items into its positions. When you switch away from a configuration, all equipped items return to your inventory. When you switch back to a configuration, all of its previously equipped items are re-equipped.When hovering on any item, a description will pop up in the blank text box on the bottom of the main interface, which states important characteristics like weight, ~AC~[TAG_ARMOR_CLASS] bonuses, damage, etc.Directly to the right is the inventory grid, with the Backpack icon on the left side. Click the Backpack icon to open the usable inventory screen. To use an item, whether that involves putting new armor on a character or changing a weapon, click in the box on the left that holds the item and drag it into the larger box to the right into any open space. Then, at the bottom, you will see an icon/tab with a hand holding an object. Scrolling over this button will indicate that it is the "use an item" button. Next to this button is another with a hand letting go of an object; this is the "drop an item" button. Drag an item to the Use Item icon and the window will close, then the game acts as if you had selected the item to use from the radial menu. If you drag an item to the Drop Item icon, the item is removed from that character's inventory and placed on the ground at the character's location.Next to these two buttons is a blue box that reads "Total Weight" with a text box displaying the amount of weight that the character currently holds. Scrolling over this number will result in a text message that states whether or not you are ~encumbered~[TAG_ADVENTURING_ENCUMBRANCE].The Inventory interface also shows the amount of money that your character has in his or her possession, directly above the listing of character stats.
TAG_HMU_ITEM_CREATION_UI	TAG_HMU_ROOT			Item Creation UI	If your character has an ~item creation~[TAG_FEAT_TYPES] feat, such as ~Craft Wondrous Item~[TAG_CRAFT_WONDROUS] or ~Scribe Scroll~[TAG_SCRIBE_SCROLL] (see also ~Item Creation~[TAG_ITEM_CREATION] feats), they can open the Item Creation interface by right-clicking on their character to display the ~radial menu~[TAG_RADIAL_MENU]. In the radial menu, click on the Hand icon and select the item creation feat you would like your character to use.Once the feat is selected, the item creation interface will open. On the left side, choose the item you would like to create. If an item is dark gray, your character cannot create that item because necessary prerequisites are missing. If an item is red, your character does not have the needed value to create that item. On the top right side, the following aspects are listed:   - the item's name   - the ~XP~[TAG_EXPERIENCE_AND_LEVELS] cost that is required to create this item   - the monetary value of creating this item   - the prerequisite that is needed to create this itemOn the bottom, the name of your character, the remaining XP available for using, and the money that is left to spend is listed. Once your item is selected from the left, click the Create button.
TAG_HMU_CHAR_EDITOR_CLASS_UI	TAG_HMU_ROOT			Level Up (Class) UI	Once a character gains enough ~experience points~[TAG_EXPERIENCE_AND_LEVELS] (XP) to Level Up, a small icon will appear on their character portrait. Click on this icon to open the Level Up interface.The Class portion of the interface is similar to Class in character creation, with two rows of buttons listing each ~class~[TAG_CLASSES]. You will choose which class you would like to level up in and click that button.
TAG_HMU_CHAR_EDITOR_FEATS_UI	TAG_HMU_ROOT			Level Up (Feats) UI	Once a character gains enough ~experience points~[TAG_EXPERIENCE_AND_LEVELS] (XP) to level up, a small icon will appear on their character portrait. Click on this icon to open the Level Up interface.If it is time for your character to gain another ~feat~[TAG_FEATS], this option will be available to you in the Feats section of the Level Up interface. For most characters, this occurs at 3rd, 6th, 9th, 12th, 15th, and 18th levels. ~Fighters~[TAG_FIGHTERS] gain an additional ~bonus feat~[TAG_CLASS_FEATURES_FIGHTER_BONUS_FEATS] at 2nd, 4th, 6th, 8th, 10th, 12th, 14th, 16th, 18th, and 20th levels. ~Wizards~[TAG_WIZARDS] gain an additional ~bonus feat~[TAG_CLASS_FEATURES_WIZARD_BONUS_FEATS] at 5th, 10th, 15th, and 20th levels.In the Level Up interface, the layout and functionality of the feats section is basically the same as it was in the character creation interface for feats. Select a feat from the list on the left and drag it into the empty box or boxes on the right.
TAG_HMU_CHAR_EDITOR_FEATURES_UI	TAG_HMU_ROOT			Level Up (Features) UI	Some ~classes~[TAG_CLASSES] get ~special abilities~[TAG_CLASS_FEATURES_DESC] (sometimes optional) at certain levels. The interfaces vary according to class, but all are fairly similar to the character creation interfaces. For example, a level 1, 5, 10, 15 or 20 ~ranger~[TAG_RANGERS] must pick a ~favored enemy~[TAG_CLASS_FEATURES_RANGER_FAVORED_ENEMY] and a level 2 ranger must pick a ~combat style~[TAG_CLASS_FEATURES_RANGER_COMBAT_STYLE].
TAG_HMU_CHAR_EDITOR_SKILLS_UI	TAG_HMU_ROOT			Level Up (Skills) UI	Once a character gains enough ~experience points~[TAG_EXPERIENCE_AND_LEVELS] (XP) to level up, a small icon will appear on their character portrait. Click on this icon to open the Level Up interface.The Skills segment of the Level Up interface resembles that of the Skill section in the character interface. On the right side, you will see the number of ~skill points~[TAG_ACQUIRE_SKILLS] that you are able to spend, while on the left is the ~list of skills~[TAG_SKILL_DES] that you can put points into. As before, click the up arrow to the right of the skill name to add points into any skill. Spend your new skill points for your character at a cost of 1 point per class skill and 2 points per cross-class skill.
TAG_HMU_CHAR_EDITOR_STATS_UI	TAG_HMU_ROOT			Level Up (Stats) UI	Within the Level Up interface, the section on Stats is a display of the six ~abilities~[TAG_THE_ABILITIES]. Every fourth level, you can raise an ability score by one point. Click on any one of the stats in the row of buttons and one point will be added to that ability.
TAG_HMU_LOADGAME_UI	TAG_HMU_ROOT			Load Game UI	~Load Game~[TAG_LOADSAVE] is a choice listed on the ~main menu~[TAG_MAIN_MENU] at the beginning of the game. Clicking on Load Game will bring up on interface in which all previously saved games are listed by the names you have given them, the location of your party, and a date. Select a game and then click the Load button in the bottom right corner of the interface.
TAG_HMU_LOGBOOK_UI	TAG_HMU_ROOT			Logbook UI	The Logbook icon will bring up the Logbook interface, which is broken into five sections, accessible by the tab at the top of the Logbook:                    ~Quests~[TAG_HMU_LOGBOOK_UI_QUESTS], ~Reputations~[TAG_HMU_LOGBOOK_UI_REPUTATIONS], ~Ego~[TAG_HMU_LOGBOOK_UI_EGO], ~Keys~[TAG_HMU_LOGBOOK_UI_KEYS], and ~Rumors~[TAG_HMU_LOGBOOK_UI_RUMORS]
TAG_HMU_LOGBOOK_UI_EGO	TAG_HMU_ROOT			Logbook Ego UI	The Ego section of the Logbook keeps track of various party data, including combat stats, damage ranges and similar information. These data are arranged on the left page, with tabs to switch to different ego subsections. The right page shows the actual information. For example, you can select "Creatures Killed" under the Combat tab on the left side of the Ego page. The right side will then list every monster type that you have killed in the game, and tabs on that page will let you sort these monsters by CR, Hit Dice or Name.
TAG_HMU_LOGBOOK_UI_EGO_COMBAT	TAG_HMU_ROOT			Logbook Ego Combat UI	In the Ego section of the Logbook, there are three different tabs displayed on the left side, at the top of the book. The first is Combat. Clicking on this tab will reveal various stats that your character has accrued during ~combat~[TAG_COMBAT], including the following:   - Creatures Killed   - Most Experience from 1 Combat Session   - Most ~Critical Hits~[TAG_CRITICAL_HIT]   - Most Consecutive Misses   - Most Kills   - Most DeathsThat information can be sorted on the right side of the logbook, according to CR, Hit Dice, or Name of the creatures. There is a matching tab along the top that lists these three categories. Clicking on any of the tabs will sort the combat statistics in that manner.
TAG_HMU_LOGBOOK_UI_EGO_DAMAGE	TAG_HMU_ROOT			Logbook Ego Damage UI	In the Ego section of the Logbook, the second tab listed on the top of the left side of the book is Damage. Here, there are statistics that are calculated based on different aspects of damage that the character could either be responsible for administering or situations in which they were the victim. The stats fall under these categories:   - Most Weapon Damage Taken in a Single Attack   - Most Weapon Damage Dealt in a Single Attack   - Most Spell Damage Taken in a Single Attack   - Most Spell Damage Dealt in a Single AttackClicking on any of these categories will bring up the desired information.
TAG_HMU_LOGBOOK_UI_EGO_MISC	TAG_HMU_ROOT			Logbook Ego Misc UI	After clicking on the Logbook icon on the Main Icon bar, open the Ego section by selecting the corresponding tab. On the left side, the third tab along the top is the Misc tab. Here, you will find an assortment of statistics based on the ~skills~[TAG_SKILLS] and actions of the characters in your party, including:   - Most Traps Disarmed   - Most Traps Set Off   - Most Uses of ~Diplomacy~[TAG_DIPLOMACY]   - Most Uses of ~Bluff~[TAG_BLUFF]   - Most Uses of ~Intimidate~[TAG_INTIMIDATE]   - Most Uses of ~Gather Information~[TAG_GATHER_INFORMATION]Clicking on any of these headings will result in more specific information appearing about each category.
TAG_HMU_LOGBOOK_UI_KEYS	TAG_HMU_ROOT			Logbook Keys UI	The Keys section is similar to the ~Quest~[TAG_HMU_LOGBOOK_UI_QUESTS] and ~Reputation~[TAG_HMU_LOGBOOK_UI_REPUTATIONS] sections in that it shows all keys you have found on the left, and information on the particular selected key on the right.Note: Unlike all other items in the game, keys do not go into personal character inventories, but instead become group communal property listed here in the Logbook.
TAG_HMU_LOGBOOK_UI_QUESTS	TAG_HMU_ROOT			Logbook Quests UI	The Quests section keeps track of all quests you have accepted or even heard mentioned. The quests are arranged by the location where you received them, and these locations appear as tabs on the top of the left page. Each quest is listed on the left page--you may need to scroll if you have a lot of quests in that location.Select a quest to see its status and a description on the right page. The status of a quest is either Mentioned (you heard about the quest), Accepted (you have agreed to undertake the quest), Completed (you have finished the quest), or Botched (the quest is in a state where you can no longer complete it). You receive ~experience points~[TAG_EXPERIENCE_AND_LEVELS] for a Completed quest, and sometimes you can "unbotch" a Botched quest. For example, if you are supposed to rescue someone and they are killed, that quest is Botched. But if you resurrect the person, the quest will be unbotched and you can try to complete it.
TAG_HMU_LOGBOOK_UI_REPUTATIONS	TAG_HMU_ROOT			Logbook Reputations UI	The Reputations section is similar to the ~Quest~[TAG_HMU_LOGBOOK_UI_QUESTS] section, in that reputations you have acquired on displayed on the left, and information about the reputation on the right. The Logbook tracks when and where the reputation was received and what effect the reputation has on gameplay.
TAG_HMU_LOGBOOK_UI_RUMORS	TAG_HMU_ROOT			Logbook Rumors UI	The Rumors sections of your Logbook records rumors that you pick up through conversations with certain people which may serve as useful hints in the game.
TAG_HMU_CHAR_LOOTING_UI	TAG_HMU_ROOT			Looting UI	The Looting interface is very similar to the ~Bartering~[TAG_HMU_CHAR_BARTERING_UI] interface, with a few exceptions. Instead of an Identify button, there is a Take All button that enables your character to grab all items off another creature. Also, when scrolling over items that have been looted, there will be no prices listed, as they were not bought.Note: If you press the TAB key after killing a creature, the creature will highlight, if it has any loot in it's inventory.
TAG_HMU_MM_UI	TAG_HMU_ROOT			Main Menu UI	When the game begins, you will see the ~Main Menu~[TAG_MAIN_MENU], which contains the following options:New Game: Start a new game. You will choose between ~Normal~[TAG_NORMAL_GAME] and ~Ironman~[TAG_IRONMAN] mode.Load Game: ~Load~[TAG_LOADSAVE] a previously saved game.Options: Adjust graphics, controls, and sound options.Tutorial: Play a short introduction to the game.Quit: Quit to Windows.Left-click on any of the above to select what you would like in the Main Menu.
TAG_HMU_OPTIONS_UI	TAG_HMU_ROOT			Options UI	The Options menu allows you to change your video, audio and preferences settings. You can change options either from the ~Main Menu~[TAG_MAIN_MENU], before starting a game, or from within a game using the Options icon on the Main Icon Bar. Note that the Video and Audio settings are configuration settings and therefore are set for every game, while Preferences settings apply just to the game you are playing (or the next game you start, if you are at the Main Menu).
TAG_HMU_PARTY_UI	TAG_HMU_ROOT			Party UI	These portraits represent the controllable characters currently in the party. If your character is currently under the effects of a condition, you may see Buff indicators above and Ailment indicators below the portrait. You will also be able to see the character's current ~Hit Point~[TAG_HIT_POINTS] total in the form of the HP bar. If you left-click the HP bar, you will see a numerical representation of the character's current and maximum Hit Points on top of the portrait. Your character's portrait flashes briefly whenever he/she takes damage.Left-clicking a portrait changes the currently selected character (modifiable with the SHIFT key).Left-clicking a portrait will also change the focus of the ~inventory~[TAG_HMU_CHAR_INVENTORY_UI], if the Inventory screen is showing.Left-clicking a Buff or Ailment indicator will open the ~Help UI~[TAG_HMU_HELP_UI] to the appropriate topic.By left-clicking and dragging the portraits, you may change the party marching order.By right-clicking a portrait, you may access/close Inventory for that character.These portraits are selectable in combat as targets, much like the portraits in the ~Combat Initiative UI~[TAG_HMU_COMBAT_INITIATIVE_UI].If a character is able to level up, due to experience, an indicator will appear to bring up the Level Up UI.If a character in the party dies, an indicator will appear to bring up a Party Dismissal UI.
TAG_HMU_PARTY_UI_HP_BAR	TAG_HMU_ROOT			Party HP Bar UI	Left-clicking on the HP bar will cause the character portrait to display the character's current ~HP~[TAG_HIT_POINTS]/maximum HP.
TAG_HMU_PARTY_POOL_UI	TAG_HMU_ROOT			Party Pool UI	The character pool interface is used for the creation and organization of your party. Once you create a character, the character may be added and listed on screen, with their portrait, name, and main information.There are four buttons lining the top portion of the interface: create, view, rename, and deleteCreate will bring you to the character creation interface, where you will roll stats and choose your character's ~class~[TAG_CLASSES], ~race~[TAG_RACES], and other attributes.Clicking on View will bring up a small window that holds information about a particular character in your party (the basic defining traits like class and race, as well as their character stats, etc.).Choosing the Rename button will allow you to rename a character.Delete permanently erases the selected character from the party.Toward the bottom of the interface is a button that will either read as Add or Remove, depending on the appropriate action needed. Once a new character is created and listed in the interface, you will need to select Add in order for the character to actually be included in the party. First, click on the desired character's portrait located in the row directly underneath the Add button (the character will be highlighted in blue to indicate the selection), then click Add.If the character's ~alignment~[TAG_ALIGNMENT] or class does not conflict with the party alignment that was chosen, he or she will be added to the party and highlighted in green to indicate the successful addition. If the character's alignment does conflict, then the character will be highlighted in red, indicating that it is not possible to add that character to the party. Likewise, if there is a conflict regarding class and the alignment of the party (specifically, with ~Paladins~[TAG_PALADINS], as they cannot be added to any parties with evil characters) then that character will not be added.If you would like to exclude a character from your party but not permanently delete them, click on their picture in the portrait row and select Remove. The character will no longer be highlighted in green and is removed from the party, but it will still be listed among the other party members, if you wish to add them again at a later time.
TAG_HMU_PC_CREATION_UI	TAG_HMU_ROOT			PC Creation UI	To create a new character, click on the Create button on the Party Pool screen. Character creation requires a series of steps, which you progress through by clicking on buttons on the right side of the screen. As you complete each creation step, the next button will light up, indicating you can click on it and advance to the next stage.At any time during creation, you may back up to an earlier step by clicking on the appropriate button. You will need to repeat any intermediate stages. For example, if you are picking your ~class~[TAG_CLASSES] and want to change your ~race~[TAG_RACES], click on the Race button. You will then need to reselect your ~gender~[TAG_CHARGEN_GENDER] and ~height~[TAG_CHARGEN_HEIGHT] again before selecting class.
TAG_HMU_PC_CREATION_ABILITIES_UI	TAG_HMU_ROOT			PC Creation Abilities UI	You need to select for your character the values of six ~ability scores~[TAG_ABILITY_SCORES]: ~Strength~[TAG_STRENGTH], ~Dexterity~[TAG_DEXTERITY], ~Constitution~[TAG_CONSTITUTION], ~Intelligence~[TAG_INTELLIGENCE], ~Wisdom~[TAG_WISDOM] and ~Charisma~[TAG_CHARISMA]These values are normally generated with four six-sided dice (d6), with the lowest die roll discarded, for a range of 3 to 18.In ~Normal~[TAG_NORMAL_GAME] mode, you can choose to roll (and re-roll) your scores or to buy them directly. Point-buying allows you to customize your character's scores, but random rolling will eventually generate better scores.If you roll, then six values are randomly generated, and you can arrange them any way you like by dragging a number from the right column into an ability score box on the left side. If you don't like the numbers, you can reroll until you're satisfied. However, the game keeps track of the number of rolls you make and displays this number on your character's Info Sheet.You can also buy your ability scores directly in Normal mode. When you use this system, your character begins with all abilities at 8 and you are given 25 points to spend on raising your abilities. Abilities cost 1 point to raise for each score up to 14, 2 points for scores 15 and 16, and 3 points for scores 17 and 18.In ~Ironman~[TAG_IRONMAN] mode, you can only roll your scores (no point buying is available), and you must accept the first roll. You can still choose how to arrange the scores, however.
